Name,Price,Size,Age,Floors,Bedroom,City,Location,HouseType,Pattern,Tags,Environment,Url
小資/學生首選**靜宜旁走路5分鐘**獨立套房,6500,12,15.2,4,1,台中市,台中市沙鹿區晉文路,透天厝,1房1衛 - 1陽台,,"['有對外窗', '為邊間', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=00367327932652e
生活樂章｜大灣｜免仲介，新整理3房公寓,18000,34,0,3,3,台南市,台南市永康區永華路/生活樂章,電梯大廈,3房2廳2衛,,['陽台'],https://www.rakuya.com.tw/rent/rent_item?ehid=028c72284717775
小芸租屋 機捷特區便宜二房二陽台平車,24000,38,1.1,2,2,台中市,台中市北屯區敦富一街/富宇富好,電梯大廈,2房2廳1衛 - 2陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0ba9c9283545892
可短租｜水湳｜瑞恩悅居❤️家具全配｜全新未住,29999,20,0.5,4,3,台中市,台中市西屯區中康街/瑞恩悦琚,電梯大廈,3房2廳2衛 - 2陽台1廚房,,"['有對外窗', '為邊間', '有中庭', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0feb3f285192731
✨ 小芸租屋 便宜三房平車可寵 寵物友善可租補,27000,45,1.1,13,3,台中市,台中市烏日區高鐵路二段/夢幻誠,電梯大廈,3房2廳2衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=082791283827794
可租補✅陽台獨洗曬⛅子母車✨衛浴窗❤IG看更多,6999,10,0,3,1,台中市,台中市西屯區福上巷,透天厝,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=095ce6287327447
豐原可租補✨可戶籍✨免治馬桶✨柚木家具,13999,15,0,5,1,台中市,台中市豐原區豐原大道七段,電梯大廈,1房1廳1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=034f52287326981
仁德大馬路邊挑高7米廠房,27000,70,0,1,0,台南市,台南市仁德區中正路二段,廠房,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0f164628732565b
7~10人小型辦公空間,60000,13.5,43,10,1,高雄市,高雄市鹽埕區府北路/金鹽埕大廈,電梯大廈,1房1廳1衛 - 1廚房,,"['有對外窗', '為邊間']",https://www.rakuya.com.tw/rent/rent_item?ehid=0c953d28732526c
豐原雙租補✨可寵貓✨一房一廳✨車位可租,16500,18,0,4,1,台中市,台中市豐原區豐原大道七段/豐原A+A,電梯大廈,1房1廳1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=06a3d728732442a
✨獨立洗脫烘✨租屋補助✨採光通風✨秒殺物件✨,8999,13,0,3,1,台中市,台中市西屯區福安七街,電梯大廈,1房1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=080668287161708
✨可貓咪✨獨洗凸窗✨租屋補助✨精美裝潢✨秒殺物件✨,8999,15,0,4,1,台中市,台中市中區市府路,電梯大廈,1房1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0b0b2528721032c
✨秒殺物件✨租屋補助✨陽台獨洗✨採光通風✨速洽✨,13999,16,0,4,1,台中市,台中市西屯區西屯路二段,透天厝,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=06d86d28721281d
✨電梯可貓咪✨一房一廳✨雙租屋補助✨獨洗獨曬✨秒殺,13999,17,0,7,1,台中市,台中市北區健行路,電梯大廈,1房1廳1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0eebf4287212912
✨可貓電梯兩房一聽✨雙租屋補助✨陽台獨洗✨流理台✨,20999,25,0,7,2,台中市,台中市北區健行路,電梯大廈,2房1廳1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=02c891287213012
✨電梯新屋✨陽台獨洗✨流理台✨租屋補助✨秒殺物件✨,10999,15,0,5,1,台中市,台中市烏日區大同路,電梯大廈,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0c827a287161547
✨電梯新屋✨雙租屋補助✨乾溼分離✨陽台獨洗✨秒殺✨,14400,16,0,3,1,台中市,台中市西屯區中工三路,電梯大廈,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=09bdf7287215096
O8A34）捷運板新站1分【採光辦公】電梯★可營登,45000,49,20,2,0,新北市,新北市板橋區中山路一段,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=012df6287323617
可雙租補❤️可貓咪✨有飲水機✨陽台獨洗✨採光佳,9499,10,0,4,1,台中市,台中市北區篤行路,公寓,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0d394e287322568
永康稀有甲工可三照雙鐵門廠房,45000,110,0,1,0,台南市,台南市永康區中正南路,廠房,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=019c3d28732207a
要搶要快❤️東海✨可貓咪✨可租補✨陽台獨洗,5499,9,0,1,1,台中市,台中市龍井區新興路,電梯大廈,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0eccc628732204a
超搶手雙租補❤️可貓咪✨陽台獨洗✨有子母車✨,10999,14,0,2,1,台中市,台中市北區雙十路二段,電梯大廈,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=02bb21287320974
可雙租補❤️可貓咪✨一中✨有子母車✨全新整理,10999,14,0,2,1,台中市,台中市北區雙十路二段,電梯大廈,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0ae203287319939
O2J85）國光國小【超值2房1廳】採光佳★可租補,16000,21,20,4,2,新北市,新北市板橋區中正路,公寓,2房1廳1衛 - 1廚房,,,https://www.rakuya.com.tw/rent/rent_item?ehid=01346b287319334
